sentiment;text
Negative;" ?الرفض القاطع للمشروع لانه بس يتم و يشتغل تمام رايح ينباع او يتم تاجيره و نصير نشتري وقود مخصب ويصير اغلى من الكهربا لانه للاسف ما فيه شي بعيد عن ايدي المفسدين و الاستغلاليين او يصير زي مشروع تسمين البقر ؛ينتجو الطاقه وتروح لاطراف خارجيهخالرج اطار حاجة العامه"
Negative; كلامك في غاية الجديه صحيح
Negative; ?والله احنا مو ناقصنا وجع قلب ... بس ضايل علينا النووي .... و صحة البشر مش برضو خطية المسؤولين ... و ? خلص ما عاد في شي فارق !!!! والله عحب
Negative; ليش ما نتعلم من الي صار في اليابان  وروسيا  ألمانيا ألغت نظرتها في بناء مفاعلات نووية واستخدام الطاقة البديلة.
Negative; نعم اردننا غير قابل للتلاعب بارواح ابناءه
Negative;" ?الاردن لا تمتلك اي الخبرات الفنيه في انشاء او صيانة او تشغيل المفاعلات النوويه ! لاردن ليس لديها سوى شهادات دكتوراة في هذا المجال نظرية بحته ! ان انشاء مفاعل نووي يعنى مقامرة كامله بمئات الملاييين و المضحك في الموضوع ان بداية المشروع ستكون انشاء مفاعل تجريبي او تعليمي يتبع لهيئة الطاقة النوويه ! اليس الاجدر بهكذا مفاعل ان يتبع لاحدى الجامعات ؟ علاوة على ان كل هيئة الطاقة تم انشأها ""رضوة"" لفلان وعلنتان ! الاولي يا سادة ان يتم طرح انشاء شركة للتنقيب عن اليورانيوم وبيعه و لتصبح الاردن دولة مصدرة لهذه المادة . امر اخر كثر الحديث مؤخرا عن انه يوجد في الاردن بترول و بكميات على الاقل تكفي استهلكنا المحلي !!"
Negative; بالله تسكتوا خلينا بحالنا بدناش مشاكل ايه
Negative; من وين انجيب حرام عليكم
Negative; يا ترى الحكومه بدها تزيد دعم المواطن الي الله يكون في عونه
Negative; ?الانكسار من اسوء الاشياء
Negative; هههههههههههههههههههههههههههههه ... لا نووي ولا صوبة بواري ... كالعاده نصبه جديده
Negative; فعلا الطاقة الشمسية هي البديل وليست النووية لان حتى الدول المتقدمة صارت تتخلص من النووي وتتجة للطاقة البديلة وخصوصا احنا الاردن بلد مشمس عالطول السنة والكلفة ما اتوقع اكثر من الطاقة النووية
Negative;" البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل"
Negative; ولكن كيف ان المفاعل النووي غير مضر بالبيئة فهمني ؟؟
Negative; خمسة مليون يوقعوا علي رفض المفاعل لانة سوف يدمر الاردن لان التقدم ياتي من خلال عدم النهب للمال العام يعني يجب وقف النهب وهذا مشروع فاشل من يومة
Negative;  وانا مع انو الطاقة الشمسية هي البديل!
Negative; مش النووي (ان صار وما اظنش اسرائيل تسمح باقامته بهالسهولة) هو اللي بيعني انو احنا متطورين او متقدمين!
Negative; وبالمناسبة  اذا على مصادر الطاقة  فالاردن غني بالزيت الصخري  وفش داعي لمصايب جديدة ع البشر والبيئة!
Negative;" للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل"
Negative; نهايه مواطن طفران
Negative; ويوجد البديل الطاقة المتجددة !
Negative; سيد شوكت بحب احكيلك انو حنضل نشحد بسبب المفاعل للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل
Negative; يلي مكتوب على الجبين بتشوفوا العين ( يعني اذا ناوين على النووي ما راح يفيد المليون توقيع مو الف توقيع مع الاحترام الشديد)
Negative; والله انك ما زلية يا شيخ اكيد مدفوعله من تحت ل تحت
Negative; هات ناس تفهم .. والمثل بحكي اسأل مجرب ولا تسأل خبيير
Negative; ههههههههههههههههههههه مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق
Negative; يا امة ضحكت من جهلها الامم
Negative; كلاب بتعوي
Negative; وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه
